program,search time,probability of the program,cumulative probability
(SCANL1[-] (MAP[*(-1)] (SCANL1[MIN] var0))),1.1521395199233666,1.2892176114643236e-08,0.4469422577604044
(SCANL1[-] (MAP[*(-1)] (SCANL1[MAX] var0))),1.1521401719237474,2.1996575267438696e-06,0.44694445741793115
(SCANL1[-] (MAP[/2] (SORT var0))),1.152140954924107,5.5170090886849063e-14,0.44694445741798633
(SCANL1[-] (MAP[/2] (REVERSE var0))),1.1521417289241072,1.2946219744257537e-13,0.4469444574181158
(SCANL1[-] (MAP[/2] (FILTER[<0] var0))),1.152142272923811,2.3974368966686134e-12,0.4469444574205132
(SCANL1[-] (MAP[/2] (FILTER[>0] var0))),1.1521428609248687,5.3926203353120625e-11,0.4469444574744394
(SCANL1[-] (MAP[/2] (FILTER[%2==0] var0))),1.1521436549246573,2.7223226827875734e-12,0.4469444574771617
(SCANL1[-] (MAP[/2] (FILTER[%2==1] var0))),1.152144323925313,4.597918464270612e-13,0.4469444574776215
(SCANL1[-] (MAP[/2] (MAP[+1] var0))),1.152144964926265,2.5621978186988943e-11,0.4469444575032435
(SCANL1[-] (MAP[/2] (MAP[-1] var0))),1.1521454969260958,1.2835947999846715e-13,0.44694445750337186
(SCANL1[-] (MAP[/2] (MAP[*2] var0))),1.1521461149259267,4.302287187788647e-09,0.44694446180565905
(SCANL1[-] (MAP[/2] (MAP[/2] var0))),1.152146677926794,1.4925158110115912e-11,0.4469444618205842
(SCANL1[-] (MAP[/2] (MAP[*(-1)] var0))),1.1521472789281688,2.0414063229669977e-11,0.4469444618409983
(SCANL1[-] (MAP[/2] (MAP[**2] var0))),1.1521479839284439,4.728862890253581e-11,0.4469444618882869
(SCANL1[-] (MAP[/2] (MAP[*3] var0))),1.1521486249293957,4.605651954637958e-13,0.4469444618887475
(SCANL1[-] (MAP[/2] (MAP[/3] var0))),1.152149239929713,2.0405596530275936e-10,0.4469444620928034
(SCANL1[-] (MAP[/2] (MAP[*4] var0))),1.1521498459296708,1.385985802122729e-12,0.4469444620941894
(SCANL1[-] (MAP[/2] (MAP[/4] var0))),1.1521504409301997,1.9065823279690545e-09,0.44694446400077176
(SCANL1[-] (MAP[/2] (SCANL1[+] var0))),1.1521591409291432,1.2832470659105542e-11,0.4469444640136042
(SCANL1[-] (MAP[/2] (SCANL1[-] var0))),1.1521600519281492,1.0297603680191496e-12,0.446944464014634
(SCANL1[-] (MAP[/2] (SCANL1[*] var0))),1.1521607799277263,3.519039657763557e-11,0.4469444640498244
(SCANL1[-] (MAP[/2] (SCANL1[MIN] var0))),1.1521615069286781,3.030558666396999e-11,0.44694446408013
(SCANL1[-] (MAP[/2] (SCANL1[MAX] var0))),1.1521622139280225,9.741506769710495e-11,0.4469444641775451
(SCANL1[-] (MAP[*2] (SORT var0))),1.1521650849281286,2.258920994878486e-06,0.44694672309853994
(SCANL1[-] (MAP[*2] (REVERSE var0))),1.1521659049285518,2.024587624197903e-08,0.4469467433444162
(SCANL1[-] (MAP[*2] (FILTER[<0] var0))),1.152166472928002,5.792141367509361e-07,0.44694732255855296
(SCANL1[-] (MAP[*2] (FILTER[>0] var0))),1.1521670519287,4.985853308682192e-06,0.4469523084118616
(SCANL1[-] (MAP[*2] (FILTER[%2==0] var0))),1.1521677399287,4.228311797473061e-08,0.44695235069497957
(SCANL1[-] (MAP[*2] (FILTER[%2==1] var0))),1.1521684029303287,7.744227612362788e-05,0.4470297929711032
(SCANL1[-] (MAP[*2] (MAP[+1] var0))),1.1521692099304346,3.367578582094425e-05,0.4470634687569241
(SCANL1[-] (MAP[*2] (MAP[-1] var0))),1.152169847930054,2.707928908883598e-06,0.447066176685833
(SCANL1[-] (MAP[*2] (MAP[*2] var0))),1.1521707899300964,6.077061156338901e-08,0.4470662374564445
(SCANL1[-] (MAP[*2] (MAP[/2] var0))),1.1521716199313232,1.054112237916235e-07,0.44706634286766833
(SCANL1[-] (MAP[*2] (MAP[*(-1)] var0))),1.152172277930731,3.800775427118074e-07,0.44706672294521105
(SCANL1[-] (MAP[*2] (MAP[**2] var0))),1.152172918929864,1.2589585736647298e-07,0.4470668488410684
(SCANL1[-] (MAP[*2] (MAP[*3] var0))),1.152173520929864,0.00012124366534670162,0.4471880925064151
(SCANL1[-] (MAP[*2] (MAP[/3] var0))),1.1521746079306467,2.104055696231191e-06,0.44719019656211134
(SCANL1[-] (MAP[*2] (MAP[*4] var0))),1.1521759299303085,3.048711194440759e-08,0.4471902270492233
(SCANL1[-] (MAP[*2] (MAP[/4] var0))),1.1521770649305836,2.081650941041095e-05,0.4472110435586337
(SCANL1[-] (MAP[*2] (SCANL1[+] var0))),1.1521909219300142,3.1739254951728575e-05,0.4472427828135854
(SCANL1[-] (MAP[*2] (SCANL1[-] var0))),1.1521921369312622,3.717562909751251e-08,0.4472428199892145
(SCANL1[-] (MAP[*2] (SCANL1[*] var0))),1.1522132729314762,6.920400322680541e-07,0.4472435120292468
(SCANL1[-] (MAP[*2] (SCANL1[MIN] var0))),1.1522146739316668,1.1392895884587025e-09,0.4472435131685364
(SCANL1[-] (MAP[*2] (SCANL1[MAX] var0))),1.1522156789305882,1.3074685708410149e-06,0.44724482063710724
(SCANL1[-] (MAP[-1] (SORT var0))),1.1522164779307786,1.2639064658981226e-10,0.44724482076349786
(SCANL1[-] (MAP[-1] (REVERSE var0))),1.152217390930673,2.6129841704484163e-08,0.44724484689333954
(SCANL1[-] (MAP[-1] (FILTER[<0] var0))),1.1522181099317095,1.0435222287036607e-10,0.4472448469976918
(SCANL1[-] (MAP[-1] (FILTER[>0] var0))),1.1522188449325768,6.158622845103352e-10,0.4472448476135541
(SCANL1[-] (MAP[-1] (FILTER[%2==0] var0))),1.152219590932873,6.98338382471435e-10,0.4472448483118925
(SCANL1[-] (MAP[-1] (FILTER[%2==1] var0))),1.1522202569321962,1.2429071239150415e-08,0.4472448607409637
(SCANL1[-] (MAP[-1] (MAP[+1] var0))),1.152220971933275,4.5456647637564035e-12,0.44724486074550934
(SCANL1[-] (MAP[-1] (MAP[-1] var0))),1.1522216729335923,1.5052729046462838e-12,0.44724486074701464
(SCANL1[-] (MAP[-1] (MAP[*2] var0))),1.1522223459323868,6.964580417248743e-13,0.4472448607477111
(SCANL1[-] (MAP[-1] (MAP[/2] var0))),1.1522230239315832,2.310024608388183e-09,0.4472448630577357
(SCANL1[-] (MAP[-1] (MAP[*(-1)] var0))),1.1522238359320909,7.1254371745263e-08,0.44724493431210743
(SCANL1[-] (MAP[-1] (MAP[**2] var0))),1.1522245219330216,1.2599672642824628e-08,0.4472449469117801
(SCANL1[-] (MAP[-1] (MAP[*3] var0))),1.1522252149334236,1.4429444000832434e-10,0.44724494705607454
(SCANL1[-] (MAP[-1] (MAP[/3] var0))),1.1522259089324507,6.564557548225829e-09,0.4472449536206321
(SCANL1[-] (MAP[-1] (MAP[*4] var0))),1.1522266049323662,1.328660573888983e-07,0.4472450864866895
(SCANL1[-] (MAP[-1] (MAP[/4] var0))),1.1522272869333392,9.145160537024557e-11,0.4472450865781411
(SCANL1[-] (MAP[-1] (SCANL1[+] var0))),1.1522361219340382,8.520506349376571e-11,0.44724508666334617
(SCANL1[-] (MAP[-1] (SCANL1[-] var0))),1.1522370449347363,1.6458132806524874e-09,0.44724508830915943
(SCANL1[-] (MAP[-1] (SCANL1[*] var0))),1.1522378429344826,1.7939407646032626e-11,0.44724508832709886
(SCANL1[-] (MAP[-1] (SCANL1[MIN] var0))),1.152238589935223,5.736350177331334e-10,0.4472450889007339
(SCANL1[-] (MAP[-1] (SCANL1[MAX] var0))),1.1522393209361326,5.583599465903801e-08,0.44724514473672855
(SCANL1[-] (MAP[+1] (SORT var0))),1.1522401949368941,3.238222440283778e-10,0.4472451450605508
(SCANL1[-] (MAP[+1] (REVERSE var0))),1.152241007937846,7.695297472854558e-08,0.4472452220135255
(SCANL1[-] (MAP[+1] (FILTER[<0] var0))),1.1522417879368732,1.0381140775305054e-10,0.4472452221173369
(SCANL1[-] (MAP[+1] (FILTER[>0] var0))),1.1522424449358368,7.994559070024001e-11,0.4472452221972825
(SCANL1[-] (MAP[+1] (FILTER[%2==0] var0))),1.152243047936281,1.3168036449097143e-09,0.4472452235140862
(SCANL1[-] (MAP[+1] (FILTER[%2==1] var0))),1.152243666936556,1.3889652960774785e-07,0.4472453624106158
(SCANL1[-] (MAP[+1] (MAP[+1] var0))),1.1522443609355832,1.2274560741897255e-09,0.4472453636380719
(SCANL1[-] (MAP[+1] (MAP[-1] var0))),1.1522450739357737,4.84143054675662e-08,0.44724541205237733
(SCANL1[-] (MAP[+1] (MAP[*2] var0))),1.152245693934674,2.9149771108889325e-09,0.4472454149673544
(SCANL1[-] (MAP[+1] (MAP[/2] var0))),1.1522463409346528,6.099986022508509e-11,0.4472454150283543
(SCANL1[-] (MAP[+1] (MAP[*(-1)] var0))),1.1522469249357528,6.766163695185917e-08,0.44724548268999126
(SCANL1[-] (MAP[+1] (MAP[**2] var0))),1.1522475829351606,1.3002571675038659e-09,0.44724548399024844
(SCANL1[-] (MAP[+1] (MAP[*3] var0))),1.1522485559344204,1.563413791723528e-10,0.4472454841465898
(SCANL1[-] (MAP[+1] (MAP[/3] var0))),1.152249401935478,1.2213258734284723e-09,0.4472454853679157
(SCANL1[-] (MAP[+1] (MAP[*4] var0))),1.1522501239342091,3.476081582889902e-08,0.44724552012873153
(SCANL1[-] (MAP[+1] (MAP[/4] var0))),1.1522507629342726,3.3757758259013895e-09,0.44724552350450736
(SCANL1[-] (MAP[+1] (SCANL1[+] var0))),1.1522626099340414,2.72821387953318e-10,0.44724552377732874
(SCANL1[-] (MAP[+1] (SCANL1[-] var0))),1.1522637179350568,3.291826475525566e-11,0.447245523810247
(SCANL1[-] (MAP[+1] (SCANL1[*] var0))),1.1522643339339993,4.859811642486493e-11,0.44724552385884514
(SCANL1[-] (MAP[+1] (SCANL1[MIN] var0))),1.1522650669339782,1.9873923115244249e-07,0.44724572259807627
(SCANL1[-] (MAP[+1] (SCANL1[MAX] var0))),1.152265833932688,1.7209363952732225e-08,0.4472457398074402
(SCANL1[-] (FILTER[%2==1] (SORT var0))),1.1522666739328997,2.401983433082609e-13,0.4472457398076804
(SCANL1[-] (FILTER[%2==1] (REVERSE var0))),1.1522678819328576,3.2982655314351744e-12,0.44724573981097865
(SCANL1[-] (FILTER[%2==1] (FILTER[<0] var0))),1.1522685399322654,3.79544838471185e-10,0.4472457401905235
(SCANL1[-] (FILTER[%2==1] (FILTER[>0] var0))),1.1522691439313348,9.164615721859863e-12,0.4472457401996881
(SCANL1[-] (FILTER[%2==1] (FILTER[%2==0] var0))),1.1522697909313138,3.272076342168222e-09,0.44724574347176443
(SCANL1[-] (FILTER[%2==1] (FILTER[%2==1] var0))),1.1522704949311446,1.5853359606374667e-11,0.4472457434876178
(SCANL1[-] (FILTER[%2==1] (MAP[+1] var0))),1.1522711699308275,2.183304276895698e-10,0.4472457437059482
(SCANL1[-] (FILTER[%2==1] (MAP[-1] var0))),1.152271860930341,8.358265694113968e-11,0.44724574378953086
(SCANL1[-] (FILTER[%2==1] (MAP[*2] var0))),1.1522725549311872,4.1939882584481584e-11,0.44724574383147075
(SCANL1[-] (FILTER[%2==1] (MAP[/2] var0))),1.15227319593032,3.707425728123153e-10,0.4472457442022133
(SCANL1[-] (FILTER[%2==1] (MAP[*(-1)] var0))),1.152273842930299,8.183766072311167e-12,0.4472457442103971
(SCANL1[-] (FILTER[%2==1] (MAP[**2] var0))),1.1522745259317162,5.053550029909368e-12,0.44724574421545066
(SCANL1[-] (FILTER[%2==1] (MAP[*3] var0))),1.152275142931103,1.128452737159277e-09,0.4472457453439034
(SCANL1[-] (FILTER[%2==1] (MAP[/3] var0))),1.1522757709299185,1.45396385746397e-12,0.4472457453453573
(SCANL1[-] (FILTER[%2==1] (MAP[*4] var0))),1.1522763899283746,1.701397750619058e-11,0.4472457453623713
(SCANL1[-] (FILTER[%2==1] (MAP[/4] var0))),1.1522771269283112,1.251777558319756e-09,0.4472457466141489
(SCANL1[-] (FILTER[%2==1] (SCANL1[+] var0))),1.1522865719289257,3.28523280394075e-13,0.4472457466144774
(SCANL1[-] (FILTER[%2==1] (SCANL1[-] var0))),1.15228734692937,2.6944042006469374e-09,0.4472457493088816
(SCANL1[-] (FILTER[%2==1] (SCANL1[*] var0))),1.1522880819302372,2.7677544227128835e-09,0.447245752076636
(SCANL1[-] (FILTER[%2==1] (SCANL1[MIN] var0))),1.152288888930343,1.4424320009788557e-12,0.4472457520780785
(SCANL1[-] (FILTER[%2==1] (SCANL1[MAX] var0))),1.152289558929624,2.2972742487191745e-09,0.44724575437535274
(SCANL1[-] (FILTER[%2==0] (SORT var0))),1.15229037293102,1.8737152478404607e-06,0.4472476280906006
(SCANL1[-] (FILTER[%2==0] (REVERSE var0))),1.1522910569310625,8.026544918886711e-07,0.44724843074509246
(SCANL1[-] (FILTER[%2==0] (FILTER[<0] var0))),1.1522916719295608,1.1955063614518691e-09,0.4472484319405988
(SCANL1[-] (FILTER[%2==0] (FILTER[>0] var0))),1.1522938639300264,1.9095113867720432e-07,0.4472486228917375
(SCANL1[-] (FILTER[%2==0] (FILTER[%2==0] var0))),1.1522948669298785,1.3499325486085398e-08,0.447248636391063
(SCANL1[-] (FILTER[%2==0] (FILTER[%2==1] var0))),1.1522955039308727,1.2353961130944784e-07,0.4472487599306743
(SCANL1[-] (FILTER[%2==0] (MAP[+1] var0))),1.1522962589297094,6.701426551072908e-08,0.44724882694493984
(SCANL1[-] (FILTER[%2==0] (MAP[-1] var0))),1.152296829930492,3.0099626810191927e-12,0.4472488269479498
(SCANL1[-] (FILTER[%2==0] (MAP[*2] var0))),1.1522974019299,8.42761083828576e-09,0.44724883537556065
(SCANL1[-] (FILTER[%2==0] (MAP[/2] var0))),1.1522979319306614,6.938928497348749e-10,0.4472488360694535
(SCANL1[-] (FILTER[%2==0] (MAP[*(-1)] var0))),1.152298461929604,9.675297152096002e-07,0.4472498035991687
(SCANL1[-] (FILTER[%2==0] (MAP[**2] var0))),1.1522989969289483,3.714465821052695e-08,0.44724984074382695
(SCANL1[-] (FILTER[%2==0] (MAP[*3] var0))),1.152299688928906,5.526796040242545e-09,0.447249846270623
(SCANL1[-] (FILTER[%2==0] (MAP[/3] var0))),1.1523002869289485,9.450613523176385e-09,0.4472498557212365
(SCANL1[-] (FILTER[%2==0] (MAP[*4] var0))),1.152300890929837,5.335800217802233e-07,0.44725038930125827
(SCANL1[-] (FILTER[%2==0] (MAP[/4] var0))),1.1523015249313175,3.1241834848427502e-06,0.4472535134847431
(SCANL1[-] (FILTER[%2==0] (SCANL1[+] var0))),1.1523114829305996,2.0164140295064325e-10,0.44725351368638455
(SCANL1[-] (FILTER[%2==0] (SCANL1[-] var0))),1.152312378930219,3.7206413274231786e-09,0.4472535174070259
(SCANL1[-] (FILTER[%2==0] (SCANL1[*] var0))),1.1523129189299652,3.2039210857018515e-07,0.44725383779913447
(SCANL1[-] (FILTER[%2==0] (SCANL1[MIN] var0))),1.1523135919287597,1.9567921874713172e-10,0.44725383799481366
(SCANL1[-] (FILTER[%2==0] (SCANL1[MAX] var0))),1.1523142359274061,2.5122302616234697e-11,0.44725383801993596
(SCANL1[-] (FILTER[>0] (SORT var0))),1.1523149389267928,5.5396177297003224e-08,0.44725389341611327
(SCANL1[-] (FILTER[>0] (REVERSE var0))),1.15231551292527,5.040509433288731e-06,0.44725893392554655
(SCANL1[-] (FILTER[>0] (FILTER[<0] var0))),1.1523161229251855,1.1656673612859919e-05,0.4472705905991594
(SCANL1[-] (FILTER[>0] (FILTER[>0] var0))),1.1523166479255451,7.600613801625538e-09,0.4472705981997732
(SCANL1[-] (FILTER[>0] (FILTER[%2==0] var0))),1.152317208925524,1.2783067942122933e-06,0.4472718765065674
(SCANL1[-] (FILTER[>0] (FILTER[%2==1] var0))),1.1523178199258837,2.248308851136262e-07,0.44727210133745254
(SCANL1[-] (FILTER[>0] (MAP[+1] var0))),1.152318428925355,2.706726100491015e-08,0.44727212840471353
(SCANL1[-] (FILTER[>0] (MAP[-1] var0))),1.1523189569270471,2.717899081727734e-07,0.4472724001946217
(SCANL1[-] (FILTER[>0] (MAP[*2] var0))),1.1523195029258204,3.8049713415997193e-06,0.44727620516596334
(SCANL1[-] (FILTER[>0] (MAP[/2] var0))),1.1523200689262012,6.9485215327537e-09,0.4472762121144849
(SCANL1[-] (FILTER[>0] (MAP[*(-1)] var0))),1.1523206089259475,3.056966853411263e-07,0.4472765178111702
(SCANL1[-] (FILTER[>0] (MAP[**2] var0))),1.1523212499268993,4.0810517709104545e-06,0.44728059886294114
(SCANL1[-] (FILTER[>0] (MAP[*3] var0))),1.1523218699276185,5.617143966174047e-09,0.4472806044800851
(SCANL1[-] (FILTER[>0] (MAP[/3] var0))),1.152322405927407,3.831348643323742e-09,0.44728060831143374
(SCANL1[-] (FILTER[>0] (MAP[*4] var0))),1.1523230659277033,1.1464390039264623e-06,0.4472817547504377
(SCANL1[-] (FILTER[>0] (MAP[/4] var0))),1.1523237139281264,9.275117637563685e-06,0.44729102986807523
(SCANL1[-] (FILTER[>0] (SCANL1[+] var0))),1.1523328649291216,1.5825996975615989e-06,0.4472926124677728
(SCANL1[-] (FILTER[>0] (SCANL1[-] var0))),1.152333668927895,6.110094787631643e-08,0.44729267356872066
(SCANL1[-] (FILTER[>0] (SCANL1[*] var0))),1.152334247928593,1.8526926411769453e-07,0.44729285883798475
(SCANL1[-] (FILTER[>0] (SCANL1[MIN] var0))),1.1523348349292064,1.018838665781594e-09,0.44729285985682343
(SCANL1[-] (FILTER[>0] (SCANL1[MAX] var0))),1.1523354759301583,2.453761727325107e-07,0.44729310523299615
(SCANL1[-] (FILTER[<0] (SORT var0))),1.1523362379302853,4.807626317737919e-11,0.4472931052810724
(SCANL1[-] (FILTER[<0] (REVERSE var0))),1.1523369849292067,2.072313224712981e-10,0.44729310548830375
(SCANL1[-] (FILTER[<0] (FILTER[<0] var0))),1.1523409959299897,5.524040628028298e-08,0.44729316072871006
(SCANL1[-] (FILTER[<0] (FILTER[>0] var0))),1.152341896930011,2.6109255061998415e-11,0.44729316075481934
(SCANL1[-] (FILTER[<0] (FILTER[%2==0] var0))),1.1523425589311955,3.6736213981092355e-10,0.4472931611221815
(SCANL1[-] (FILTER[<0] (FILTER[%2==1] var0))),1.152343283931259,8.45669333219918e-09,0.4472931695788748
(SCANL1[-] (FILTER[<0] (MAP[+1] var0))),1.152344108932084,1.7303490752884772e-08,0.4472931868823656
(SCANL1[-] (FILTER[<0] (MAP[-1] var0))),1.1523447639319784,2.6189829703538637e-11,0.4472931869085554
(SCANL1[-] (FILTER[<0] (MAP[*2] var0))),1.152345442931619,1.9842364356433897e-10,0.4472931871069791
(SCANL1[-] (FILTER[<0] (MAP[/2] var0))),1.1523460029311536,1.996224775310082e-10,0.44729318730660156
(SCANL1[-] (FILTER[<0] (MAP[*(-1)] var0))),1.1523466859307518,3.464301936382632e-08,0.4472932219496209
(SCANL1[-] (FILTER[<0] (MAP[**2] var0))),1.1523473889301385,2.8841117529222766e-10,0.4472932222380321
(SCANL1[-] (FILTER[<0] (MAP[*3] var0))),1.1523479719307943,1.394078956954796e-10,0.44729322237743996
(SCANL1[-] (FILTER[<0] (MAP[/3] var0))),1.1523486209316616,1.5025514538600956e-08,0.4472932374029545
(SCANL1[-] (FILTER[<0] (MAP[*4] var0))),1.1523491869320424,1.2248451927919038e-11,0.44729323741520294
(SCANL1[-] (FILTER[<0] (MAP[/4] var0))),1.1523498069327616,7.99244926819211e-12,0.4472932374231954
(SCANL1[-] (FILTER[<0] (SCANL1[+] var0))),1.152358889932657,7.607803739453856e-12,0.4472932374308032
(SCANL1[-] (FILTER[<0] (SCANL1[-] var0))),1.1523596379338414,3.319509780676135e-10,0.44729323776275415
(SCANL1[-] (FILTER[<0] (SCANL1[*] var0))),1.1523603529331012,5.394221248632333e-09,0.4472932431569754
(SCANL1[-] (FILTER[<0] (SCANL1[MIN] var0))),1.152361021933757,2.7828964295325037e-08,0.4472932709859397
(SCANL1[-] (FILTER[<0] (SCANL1[MAX] var0))),1.1523620519328688,2.798385443565729e-09,0.44729327378432515
(SCANL1[-] (REVERSE (SORT var0))),1.152362745933715,3.4951387018527e-15,0.44729327378432865
(SCANL1[-] (REVERSE (REVERSE var0))),1.152363531933588,9.33181576248069e-11,0.4472932738776468
(SCANL1[-] (REVERSE (FILTER[<0] var0))),1.1523642619340535,2.305228835245751e-13,0.4472932738778773
(SCANL1[-] (REVERSE (FILTER[>0] var0))),1.1523648599340959,2.678764559787108e-13,0.4472932738781452
(SCANL1[-] (REVERSE (FILTER[%2==0] var0))),1.1523655059336306,5.258537781115731e-13,0.44729327387867107
(SCANL1[-] (REVERSE (FILTER[%2==1] var0))),1.1523661619339691,1.6074943162782927e-11,0.447293273894746
(SCANL1[-] (REVERSE (MAP[+1] var0))),1.1523667849342019,3.411349503957273e-13,0.4472932738950871
(SCANL1[-] (REVERSE (MAP[-1] var0))),1.152367530934498,3.467084174117421e-11,0.44729327392975793
(SCANL1[-] (REVERSE (MAP[*2] var0))),1.1523681309336098,5.6659225062923545e-11,0.44729327398641716
(SCANL1[-] (REVERSE (MAP[/2] var0))),1.152368761933758,1.1628449432875883e-13,0.44729327398653346
(SCANL1[-] (REVERSE (MAP[*(-1)] var0))),1.1523694799325312,3.802936408085746e-12,0.4472932739903364
(SCANL1[-] (REVERSE (MAP[**2] var0))),1.1523701349324256,4.8895070315666884e-14,0.4472932739903853
(SCANL1[-] (REVERSE (MAP[*3] var0))),1.1523708029326372,1.481255325924764e-10,0.44729327413851083
(SCANL1[-] (REVERSE (MAP[/3] var0))),1.1523713799324469,2.6676885859580856e-12,0.44729327414117853
(SCANL1[-] (REVERSE (MAP[*4] var0))),1.1523721069315798,2.6957910083531492e-11,0.44729327416813647
(SCANL1[-] (REVERSE (MAP[/4] var0))),1.1523727189305646,2.3438567455966706e-12,0.4472932741704803
(SCANL1[-] (REVERSE (SCANL1[+] var0))),1.1523811649312847,5.362644328772883e-12,0.44729327417584297
(SCANL1[-] (REVERSE (SCANL1[-] var0))),1.1523821019309253,3.7895007822387236e-11,0.447293274213738
(SCANL1[-] (REVERSE (SCANL1[*] var0))),1.152382729929741,3.757634623110824e-11,0.4472932742513143
(SCANL1[-] (REVERSE (SCANL1[MIN] var0))),1.1523832769307774,1.946679290777292e-13,0.447293274251509
(SCANL1[-] (REVERSE (SCANL1[MAX] var0))),1.1523841299313062,1.5821817731182854e-11,0.44729327426733084
(SCANL1[-] (SORT (SORT var0))),1.1523852599311795,2.935230139872259e-09,0.44729327720256096
(SCANL1[-] (SORT (REVERSE var0))),1.1523863599304605,6.523969187668923e-11,0.44729327726780066
(SCANL1[-] (SORT (FILTER[<0] var0))),1.1523872239304183,1.636945309778668e-11,0.4472932772841701
(SCANL1[-] (SORT (FILTER[>0] var0))),1.15238790992953,1.7917864352924146e-11,0.447293277302088
(SCANL1[-] (SORT (FILTER[%2==0] var0))),1.1523884439284302,1.16641996515806e-12,0.4472932773032544
(SCANL1[-] (SORT (FILTER[%2==1] var0))),1.1523891979286418,5.808861294695255e-12,0.44729327730906326
(SCANL1[-] (SORT (MAP[+1] var0))),1.1523917169288325,5.724333980750438e-10,0.44729327788149664
(SCANL1[-] (SORT (MAP[-1] var0))),1.1523923299300805,3.495291982334949e-11,0.44729327791644957
(SCANL1[-] (SORT (MAP[*2] var0))),1.1523928709302709,6.985132175221417e-14,0.4472932779165194
(SCANL1[-] (SORT (MAP[/2] var0))),1.152393472930271,9.956355459054761e-10,0.4472932789121549
(SCANL1[-] (SORT (MAP[*(-1)] var0))),1.152394102929975,1.210794147712259e-13,0.447293278912276
(SCANL1[-] (SORT (MAP[**2] var0))),1.1523947009300173,4.49460242111294e-13,0.44729327891272547
(SCANL1[-] (SORT (MAP[*3] var0))),1.1523952579300385,1.0049282610297258e-11,0.44729327892277476
(SCANL1[-] (SORT (MAP[/3] var0))),1.1523959779315192,8.3160560913838e-11,0.4472932790059353
(SCANL1[-] (SORT (MAP[*4] var0))),1.1523965699307155,1.570940128979496e-11,0.4472932790216447
(SCANL1[-] (SORT (MAP[/4] var0))),1.1523971439310117,2.7381175406019728e-12,0.4472932790243828
(SCANL1[-] (SORT (SCANL1[+] var0))),1.1524064949298918,6.377156651613206e-11,0.44729327908815436
(SCANL1[-] (SORT (SCANL1[-] var0))),1.152407412930188,2.6028750984009736e-10,0.4472932793484419
(SCANL1[-] (SORT (SCANL1[*] var0))),1.152408151931013,5.021450359195405e-12,0.4472932793534633
(SCANL1[-] (SORT (SCANL1[MIN] var0))),1.1524088379301247,1.537247085799309e-09,0.4472932808907104
(SCANL1[-] (SORT (SCANL1[MAX] var0))),1.1524095239292365,8.451569080438117e-11,0.4472932809752261
(SCANL1[*] (SCANL1[MAX] (SORT var0))),1.1528784559304768,1.1196673587331029e-08,0.44729329217189967
(SCANL1[*] (SCANL1[MAX] (REVERSE var0))),1.1528792759309,2.4618934001280458e-08,0.4472933167908337
(SCANL1[*] (SCANL1[MAX] (FILTER[<0] var0))),1.1528798619310692,5.1943929331964865e-06,0.44729851118376684
(SCANL1[*] (SCANL1[MAX] (FILTER[>0] var0))),1.1528805919297156,4.872636913276913e-06,0.44730338382068013
(SCANL1[*] (SCANL1[MAX] (FILTER[%2==0] var0))),1.1528813289296522,0.00012325749240609085,0.44742664131308624
(SCANL1[*] (SCANL1[MAX] (FILTER[%2==1] var0))),1.15288239893016,7.677712034355841e-08,0.44742671809020657
(SCANL1[*] (SCANL1[MAX] (MAP[+1] var0))),1.1528829939306888,5.107499024508558e-07,0.447427228840109
(SCANL1[*] (SCANL1[MAX] (MAP[-1] var0))),1.1528835209301178,6.000616287193892e-07,0.4474278289017377
(SCANL1[*] (SCANL1[MAX] (MAP[*2] var0))),1.1528840959308582,1.7415128116776781e-07,0.4474280030530189
(SCANL1[*] (SCANL1[MAX] (MAP[/2] var0))),1.1528848849320639,1.5793604292650576e-05,0.44744379665731154
(SCANL1[*] (SCANL1[MAX] (MAP[*(-1)] var0))),1.152885452931514,5.357711166379294e-06,0.44744915436847793
(SCANL1[*] (SCANL1[MAX] (MAP[**2] var0))),1.1528861149326985,9.373838670080435e-08,0.44744924810686465
(SCANL1[*] (SCANL1[MAX] (MAP[*3] var0))),1.1528867029337562,3.9003201513971185e-05,0.4474882513083786
(SCANL1[*] (SCANL1[MAX] (MAP[/3] var0))),1.1528873939332698,1.7793078803095225e-05,0.4475060443871817
(SCANL1[*] (SCANL1[MAX] (MAP[*4] var0))),1.1528879869329103,2.1072766056732562e-05,0.44752711715323845
(SCANL1[*] (SCANL1[MAX] (MAP[/4] var0))),1.1528885539319162,8.074081939033552e-07,0.44752792456143237
(SCANL1[*] (SCANL1[MAX] (SCANL1[+] var0))),1.1528974819320865,0.00017884794188070854,0.4477067725033131
(SCANL1[*] (SCANL1[MAX] (SCANL1[-] var0))),1.1528982189320232,2.89141717901953e-07,0.447707061645031
(SCANL1[*] (SCANL1[MAX] (SCANL1[*] var0))),1.1528991269315156,5.892058877957022e-05,0.44776598223381053
(SCANL1[*] (SCANL1[MAX] (SCANL1[MIN] var0))),1.1528998209323618,8.576410322067902e-05,0.44785174633703123
(SCANL1[*] (SCANL1[MAX] (SCANL1[MAX] var0))),1.1529005179327214,4.266969495038286e-09,0.44785175060400073
(SCANL1[*] (SCANL1[MIN] (SORT var0))),1.152901151932383,2.88303867102702e-10,0.4478517508923046
(SCANL1[*] (SCANL1[MIN] (REVERSE var0))),1.1529017169323197,6.91125961474781e-08,0.44785182000490076
(SCANL1[*] (SCANL1[MIN] (FILTER[<0] var0))),1.1529027059332293,4.4512837606676054e-07,0.4478522651332768
